week_start,week_end,search_start,search_end,tournament_id,tournament_key,tournament_name,promotional_name,category,host_nation,host_nation_code,location,venue,start_date,end_date,dates_raw,surface,surface_code,indoor_outdoor,tournament_link,live_link,source_url,collected_at,raw_json
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J60-AUS-2026-001,J60 Darwin,Northern Territory Junior Championships,J60,Australia,AUS,Darwin,Darwin,2026-06-01,2026-06-06,01 Jun to 06 Jun 2026,Hard,H,Outdoor,https://www.itftennis.com/en/tournament/j60-darwin/aus/2026/j-j60-aus-2026-001/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J60 Darwin"",""dates"":""01 Jun to 06 Jun 2026"",""location"":""Darwin"",""category"":""J60"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Hard"",""surfaceCode"":""H"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J60 Darwin"",""promotionalName"":""Northern Territory Junior Championships"",""hostNation"":""Australia"",""hostNationCode"":""AUS"",""venue"":""Darwin"",""startDate"":""2026-06-01T00:00:00"",""endDate"":""2026-06-06T00:00:00"",""tournamentKey"":""J-J60-AUS-2026-001"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j60-darwin/aus/2026/j-j60-aus-2026-001/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J60-CAN-2026-007,J60 Edmonton,J60 Edmonton,J60,Canada,CAN,Edmonton,Edmonton,2026-06-01,2026-06-06,01 Jun to 06 Jun 2026,Hard,H,Indoor,https://www.itftennis.com/en/tournament/j60-edmonton/can/2026/j-j60-can-2026-007/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J60 Edmonton"",""dates"":""01 Jun to 06 Jun 2026"",""location"":""Edmonton"",""category"":""J60"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Hard"",""surfaceCode"":""H"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Indoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J60 Edmonton"",""promotionalName"":""J60 Edmonton"",""hostNation"":""Canada"",""hostNationCode"":""CAN"",""venue"":""Edmonton"",""startDate"":""2026-06-01T00:00:00"",""endDate"":""2026-06-06T00:00:00"",""tournamentKey"":""J-J60-CAN-2026-007"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j60-edmonton/can/2026/j-j60-can-2026-007/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J60-BOL-2026-003,J60 Santa Cruz de la Sierra,ITF J60 Jenecherú J.O. 2026,J60,Bolivia,BOL,Santa Cruz de la Sierra,Santa Cruz de la Sierra,2026-06-01,2026-06-06,01 Jun to 06 Jun 2026,Clay,C,Outdoor,https://www.itftennis.com/en/tournament/j60-santa-cruz-de-la-sierra/bol/2026/j-j60-bol-2026-003/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J60 Santa Cruz de la Sierra"",""dates"":""01 Jun to 06 Jun 2026"",""location"":""Santa Cruz de la Sierra"",""category"":""J60"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Clay"",""surfaceCode"":""C"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J60 Santa Cruz de la Sierra"",""promotionalName"":""ITF J60 Jenecherú J.O. 2026"",""hostNation"":""Bolivia"",""hostNationCode"":""BOL"",""venue"":""Santa Cruz de la Sierra"",""startDate"":""2026-06-01T00:00:00"",""endDate"":""2026-06-06T00:00:00"",""tournamentKey"":""J-J60-BOL-2026-003"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j60-santa-cruz-de-la-sierra/bol/2026/j-j60-bol-2026-003/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J30-NGR-2026-003,J30 Abuja,NASCO Group,J30,Nigeria,NGR,Abuja,Abuja,2026-06-02,2026-06-07,02 Jun to 07 Jun 2026,Hard,H,Outdoor,https://www.itftennis.com/en/tournament/j30-abuja/ngr/2026/j-j30-ngr-2026-003/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J30 Abuja"",""dates"":""02 Jun to 07 Jun 2026"",""location"":""Abuja"",""category"":""J30"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Hard"",""surfaceCode"":""H"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J30 Abuja"",""promotionalName"":""NASCO Group "",""hostNation"":""Nigeria"",""hostNationCode"":""NGR"",""venue"":""Abuja"",""startDate"":""2026-06-02T00:00:00"",""endDate"":""2026-06-07T00:00:00"",""tournamentKey"":""J-J30-NGR-2026-003"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j30-abuja/ngr/2026/j-j30-ngr-2026-003/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J30-TUN-2026-002,J30 Bizerte,J30 Bizerte,J30,Tunisia,TUN,Bizerte,Bizerte,2026-06-02,2026-06-07,02 Jun to 07 Jun 2026,Clay,C,Outdoor,https://www.itftennis.com/en/tournament/j30-bizerte/tun/2026/j-j30-tun-2026-002/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J30 Bizerte"",""dates"":""02 Jun to 07 Jun 2026"",""location"":""Bizerte"",""category"":""J30"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Clay"",""surfaceCode"":""C"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J30 Bizerte"",""promotionalName"":""J30 Bizerte"",""hostNation"":""Tunisia"",""hostNationCode"":""TUN"",""venue"":""Bizerte"",""startDate"":""2026-06-02T00:00:00"",""endDate"":""2026-06-07T00:00:00"",""tournamentKey"":""J-J30-TUN-2026-002"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j30-bizerte/tun/2026/j-j30-tun-2026-002/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J30-KOR-2026-010,J30 Gimcheon,2026 ITF Hana Securities Gimcheon Int'l Junior Tennis Tour,J30,"Korea, Rep.",KOR,Gimcheon,Gimcheon,2026-06-02,2026-06-07,02 Jun to 07 Jun 2026,Hard,H,Outdoor,https://www.itftennis.com/en/tournament/j30-gimcheon/kor/2026/j-j30-kor-2026-010/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J30 Gimcheon"",""dates"":""02 Jun to 07 Jun 2026"",""location"":""Gimcheon"",""category"":""J30"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Hard"",""surfaceCode"":""H"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J30 Gimcheon"",""promotionalName"":""2026 ITF Hana Securities Gimcheon Int'l Junior Tennis Tour "",""hostNation"":""Korea, Rep."",""hostNationCode"":""KOR"",""venue"":""Gimcheon"",""startDate"":""2026-06-02T00:00:00"",""endDate"":""2026-06-07T00:00:00"",""tournamentKey"":""J-J30-KOR-2026-010"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j30-gimcheon/kor/2026/j-j30-kor-2026-010/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J60-AZE-2026-001,J60 Baku,J60 ITF Baku: World Sports Capital 2026,J60,Azerbaijan,AZE,Baku,Baku,2026-06-02,2026-06-07,02 Jun to 07 Jun 2026,Hard,H,Outdoor,https://www.itftennis.com/en/tournament/j60-baku/aze/2026/j-j60-aze-2026-001/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J60 Baku"",""dates"":""02 Jun to 07 Jun 2026"",""location"":""Baku"",""category"":""J60"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Hard"",""surfaceCode"":""H"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J60 Baku"",""promotionalName"":""J60 ITF Baku: World Sports Capital 2026"",""hostNation"":""Azerbaijan"",""hostNationCode"":""AZE"",""venue"":""Baku"",""startDate"":""2026-06-02T00:00:00"",""endDate"":""2026-06-07T00:00:00"",""tournamentKey"":""J-J60-AZE-2026-001"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j60-baku/aze/2026/j-j60-aze-2026-001/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J60-RSA-2026-005,J60 Pretoria,Gauteng North Junior Week 2,J60,South Africa,RSA,Pretoria,Pretoria,2026-06-02,2026-06-07,02 Jun to 07 Jun 2026,Hard,H,Outdoor,https://www.itftennis.com/en/tournament/j60-pretoria/rsa/2026/j-j60-rsa-2026-005/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J60 Pretoria"",""dates"":""02 Jun to 07 Jun 2026"",""location"":""Pretoria"",""category"":""J60"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Hard"",""surfaceCode"":""H"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J60 Pretoria"",""promotionalName"":""Gauteng North Junior Week 2"",""hostNation"":""South Africa"",""hostNationCode"":""RSA"",""venue"":""Pretoria"",""startDate"":""2026-06-02T00:00:00"",""endDate"":""2026-06-07T00:00:00"",""tournamentKey"":""J-J60-RSA-2026-005"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j60-pretoria/rsa/2026/j-j60-rsa-2026-005/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J60-POL-2026-004,J60 Gdansk,Gdansk Open 2026,J60,Poland,POL,Gdansk,Gdansk,2026-06-03,2026-06-07,03 Jun to 07 Jun 2026,Clay,C,Outdoor,https://www.itftennis.com/en/tournament/j60-gdansk/pol/2026/j-j60-pol-2026-004/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J60 Gdansk"",""dates"":""03 Jun to 07 Jun 2026"",""location"":""Gdansk"",""category"":""J60"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Clay"",""surfaceCode"":""C"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Outdoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J60 Gdansk"",""promotionalName"":""Gdansk Open 2026"",""hostNation"":""Poland"",""hostNationCode"":""POL"",""venue"":""Gdansk"",""startDate"":""2026-06-03T00:00:00"",""endDate"":""2026-06-07T00:00:00"",""tournamentKey"":""J-J60-POL-2026-004"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j60-gdansk/pol/2026/j-j60-pol-2026-004/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
2026-06-01,2026-06-07,2026-05-30,2026-06-07,,J-J60-JPN-2026-002,J60 Miki City,J60 Miki City,J60,Japan,JPN,Miki City,Miki City,2026-06-03,2026-06-07,03 Jun to 07 Jun 2026,Hard,H,Indoor,https://www.itftennis.com/en/tournament/j60-miki-city/jpn/2026/j-j60-jpn-2026-002/,,https://www.itftennis.com/tennis/api/TournamentApi/GetCalendar?circuitCode=JT&searchString=&skip=0&take=100&nationCodes=&zoneCodes=&dateFrom=2026-05-30&dateTo=2026-06-07&indoorOutdoor=&categories=&isOrderAscending=true&orderField=startDate&surfaceCodes=&singlesDrawFormat=,2026-06-03T03:32:27.699Z,"{""tournamentName"":""J60 Miki City"",""dates"":""03 Jun to 07 Jun 2026"",""location"":""Miki City"",""category"":""J60"",""prizeMoney"":"""",""liveLink"":"""",""surfaceDesc"":""Hard"",""surfaceCode"":""H"",""tourStatusCode"":null,""tourStatusDesc"":null,""indoorOrOutDoor"":""Indoor"",""isRecognised"":false,""recognisedTournamentLink"":""/en/about-us/governance/tournament-recognition/home/"",""id"":0,""name"":""J60 Miki City"",""promotionalName"":""J60 Miki City"",""hostNation"":""Japan"",""hostNationCode"":""JPN"",""venue"":""Miki City"",""startDate"":""2026-06-03T00:00:00"",""endDate"":""2026-06-07T00:00:00"",""tournamentKey"":""J-J60-JPN-2026-002"",""tennisCategoryCode"":""JT"",""tournamentLink"":""/en/tournament/j60-miki-city/jpn/2026/j-j60-jpn-2026-002/"",""hospitality"":null,""year"":2026,""liveStreamingUrl"":""""}"
