tournament_key,tournament_name,category,start_date,end_date,player_id,player_name,nationality,player_type_code,player_type_desc,match_type_code,match_type_desc,event_classification_code,event_classification_desc,matches_played,wins,losses,round_robin_position,round_robin_group_size,round_robin_group_complete,round_robin_matches_played,round_robin_wins,round_robin_losses,elimination_matches_seen,highest_round_order,highest_round_name,last_match_id,last_match_status,status,live_points,collected_at
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800755566,Anna Serafimovitch,ESP,G,Girls,S,Singles,Q,Qualifying Draw,2,1,1,,,false,0,0,0,2,2,2nd Round,1183686303,Played and completed,eliminated,,2026-09-08T23:55:21.153Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800736815,Arthur Manchon De Oliveira Moraes,BRA,B,Boys,S,Singles,Q,Qualifying Draw,3,2,1,,,false,0,0,0,3,3,Quarter-finals,1183686237,Played and completed,eliminated,,2026-09-08T23:55:21.151Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800671769,Bardia Majdabadi,IRI,B,Boys,S,Singles,M,Main Draw,1,0,1,,,false,0,0,0,1,1,1st Round,1183686229,Played and completed,eliminated,,2026-09-08T23:55:21.151Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800671769,Bardia Majdabadi,IRI,B,Boys,S,Singles,Q,Qualifying Draw,3,2,1,,,false,0,0,0,3,3,Quarter-finals,1183686238,Played and completed,eliminated,,2026-09-08T23:55:21.151Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800797846,Berta Salvador,ESP,G,Girls,S,Singles,Q,Qualifying Draw,1,0,1,,,false,0,0,0,1,1,1st Round,1183686319,Played and completed,eliminated,,2026-09-08T23:55:21.153Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800856155,Blanca Soriano Arroyo,ESP,G,Girls,S,Singles,Q,Qualifying Draw,1,0,1,,,false,0,0,0,1,1,1st Round,1183686313,Played and completed,eliminated,,2026-09-08T23:55:21.153Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800850894,Borui Borui,CHN,B,Boys,S,Singles,Q,Qualifying Draw,1,0,1,,,false,0,0,0,1,1,1st Round,1183686264,Played and completed,eliminated,,2026-09-08T23:55:21.152Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800745689,Bruno Mele,ESP,B,Boys,S,Singles,Q,Qualifying Draw,2,1,1,,,false,0,0,0,2,2,2nd Round,1183686248,Played and completed,eliminated,,2026-09-08T23:55:21.152Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800677381,Carla Guerrero Calvo,ESP,G,Girls,S,Singles,M,Main Draw,1,0,1,,,false,0,0,0,1,1,1st Round,1183686294,Played and completed,eliminated,,2026-09-08T23:55:21.152Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800714990,CARLOTA GOMEZ,ESP,G,Girls,S,Singles,Q,Qualifying Draw,2,1,1,,,false,0,0,0,2,2,2nd Round,1183686305,Played and completed,eliminated,,2026-09-08T23:55:21.153Z
J-J100-ESP-2026-007,J100 El Prat de Llobregat,J100,2026-09-07,2026-09-12,800807287,Chen Yun Tsai,TPE,G,Girls,S,Singles,M,Main Draw,1,1,0,,,false,0,0,0,2,2,2nd Round,1183686273,To be played,still_alive_or_champion,,2026-09-08T23:55:21.152Z
