tournament_key,tournament_name,category,start_date,end_date,player_id,player_name,nationality,player_type_code,player_type_desc,event_type,event_classification,matches_played,wins,losses,highest_round_order,highest_round_name,total_rounds_in_draw,calculated_round_label,status,live_points_raw,live_points_weighted,collected_at
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800777943,Carlota Garibay Romero,MEX,G,Girls,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800786587,Carmen Fuentes,GUA,G,Girls,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800712329,Charles Minvielle,USA,B,Boys,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800678780,Chetan Vasquez Quintero,COL,B,Boys,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800852411,Constantino Mijas Adala,GUA,B,Boys,singles,qualifying,1,0,1,1,1st Round,2,Q1,eliminated,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800846791,Cristian Gomez Lemus,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800846791,Cristian Gomez Lemus,GUA,B,Boys,singles,qualifying,1,0,1,2,Quarter-finals,2,Q1,eliminated,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800725103,Ellery Mendell,USA,G,Girls,singles,main_draw,0,0,0,2,2nd Round,5,R32,not_started_or_unknown,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800695208,Enzo Badotti Cariani,BRA,B,Boys,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800713070,Eve Thibault,CAN,G,Girls,singles,main_draw,0,0,0,1,1st Round,5,R32,not_started_or_unknown,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800804541,Felipe Merigueti Cordeiro,BRA,B,Boys,singles,qualifying,0,0,0,1,1st Round,2,Q1,not_started_or_unknown,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800653778,Felipe Wright,ECU,B,Boys,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800801381,Fernando Saravia Gandara,MEX,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800801381,Fernando Saravia Gandara,MEX,B,Boys,singles,qualifying,1,1,0,2,Quarter-finals,2,Q,still_alive_or_champion,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800718567,Filipa Delgado,USA,G,Girls,singles,main_draw,0,0,0,2,2nd Round,5,R32,not_started_or_unknown,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800809720,Gabriel Emilio Aceituno Bethancourt,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800693872,Gianluigi Martini,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800815293,Giuliana Alvarado Solis,GUA,G,Girls,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800725121,Gurjot Singh,USA,B,Boys,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800725121,Gurjot Singh,USA,B,Boys,singles,qualifying,1,1,0,2,Quarter-finals,2,Q,still_alive_or_champion,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800647681,Hanne Estrada Cortes,MEX,G,Girls,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800692700,Harold Ronaldo Andre Cotom Hidalgo,GUA,B,Boys,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800734188,Indra Vergne,USA,B,Boys,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800870564,Ines Ruano Gonzalez,GUA,G,Girls,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800693874,Jerry Han,CAN,B,Boys,singles,main_draw,0,0,0,1,1st Round,5,R32,not_started_or_unknown,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800812344,Jorge Rodrigo Estevez Urizar,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800812344,Jorge Rodrigo Estevez Urizar,GUA,B,Boys,singles,qualifying,1,1,0,2,Quarter-finals,2,Q,still_alive_or_champion,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800768634,Jose Anibal Martinez Mendoza,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800681137,Jose Lopez,GUA,B,Boys,singles,qualifying,2,1,1,2,Quarter-finals,2,Q2,eliminated,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800866206,Jose Pelaez Gutierrez,GUA,B,Boys,singles,qualifying,2,1,1,2,Quarter-finals,2,Q2,eliminated,0,0,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800767029,Julian Garcia,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800856763,Katia Maria Pemueller,GUA,G,Girls,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800651897,Kendrick Lambrano Suarez,COL,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800692269,Laura Carvalho e Silva Kracke,IRL,G,Girls,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800719587,LUCIANA MEJIA ARCE,GUA,G,Girls,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800675480,Maria Fernanda Poma Coronado,PER,G,Girls,singles,main_draw,1,1,0,2,2nd Round,5,R16,still_alive_or_champion,18,18,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800719518,Mario Lopez,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
J-J100-GUA-2026-001,J100 Guatemala,J100,2026-06-01,2026-06-06,800767031,Martin Garcia,GUA,B,Boys,singles,main_draw,1,0,1,1,1st Round,5,R32,eliminated,9,9,2026-06-03T03:36:09.867Z
