player_id,player_name,gender,country,birth_year,official_rank,live_rank,rank_change_vs_official,official_points,live_points,points_change_vs_official,live_rows_available,live_raw_points_available,live_singles_results_counting,live_doubles_results_counting,best_singles_1,best_singles_2,best_singles_3,best_doubles_1,best_doubles_2,best_doubles_3,calculated_at
800781872,Safir Azam,M,USA,2009,53,53,0,965,991.25,26.25,2,210,0,1,200 pts | BASE | J200 | WR | J200 Punta Cana | 2026-02-16,140 pts | BASE | J300 | SF | J300 Tucson | 2026-03-09,140 pts | BASE | J300 | SF | J300 Barranquilla | 2026-01-26,225 pts | BASE | J300 | WR | J300 San Jose | 2026-01-19,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Hanover | 2026-05-11,2026-06-02T23:19:32.277Z
800648775,Gabriella Eie,F,NOR,,,503,,,25.25,25.25,2,47,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.303Z
800683576,Lois Bernstein,F,SWE,,,503,,,25.25,25.25,2,47,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800707550,Matilde Stamborg,F,SWE,,,503,,,25.25,25.25,2,47,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800672319,Francesco Pansecchi,M,ITA,,,503,,,25.25,25.25,2,47,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.303Z
800673640,Mattia Pescosolido,M,ITA,,,503,,,25.25,25.25,2,47,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800777943,Carlota Garibay Romero,F,MEX,,,506,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.301Z
800786587,Carmen Fuentes,F,GUA,,,506,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.301Z
800675480,Maria Fernanda Poma Coronado,F,PER,,,506,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800663476,Mila Bastianelli,F,FRA,,,506,,,22.5,22.5,1,90,0,1,,,,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,,,2026-06-02T23:19:32.305Z
800729855,Sofia Ines Alvarez Monterroso,F,GUA,,,506,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800695348,Valerie Hafstrom,F,SWE,,,506,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800741282,Vera Levin,F,SWE,,,506,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800678872,Carlos Marcelo Silva Sovero,M,CHI,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.301Z
800678780,Chetan Vasquez Quintero,M,COL,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.301Z
800695208,Enzo Badotti Cariani,M,BRA,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800653870,Evan GIURESCU,M,FRA,,,505,,,22.5,22.5,1,90,0,1,,,,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,,,2026-06-02T23:19:32.305Z
800653778,Felipe Wright,M,ECU,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800734188,Indra Vergne,M,USA,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800663475,Mario Vukovic,M,FRA,,,505,,,22.5,22.5,1,90,0,1,,,,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,,,2026-06-02T23:19:32.305Z
800682107,Moritz Freitag,M,AUT,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800710161,Nicolas Brandao,M,BRA,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800697708,Simon Ignacio Flores Leyton,M,CHI,,,505,,,22.5,22.5,2,36,1,1,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800749245,Emina Honic,F,SWE,,,513,,,20.75,20.75,2,29,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.303Z
800768472,Lova Aronsson,F,SWE,,,513,,,20.75,20.75,2,29,1,1,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800677732,Xinran Sun,F,CHN,2010,2,2,0,2318,2336.75,18.75,2,360,1,1,500 pts | BASE | J500 | WR | J500 Milan | 2026-05-18,500 pts | BASE | J500 | WR | J500 Fort Lauderdale | 2025-12-08,300 pts | BASE | J300 | WR | J300 Plovdiv | 2026-04-28,225 pts | BASE | J300 | WR | J300 Bradenton | 2025-12-01,225 pts | BASE | J300 | WR | J300 Beijing | 2025-09-16,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,2026-06-02T23:19:32.274Z
800655734,Pietra Rivoli,F,BRA,2008,70,70,0,895.25,914,18.75,1,180,0,1,140 pts | BASE | J200 | RU | J200 Santiago | 2025-09-29,140 pts | BASE | J200 | RU | J200 Lima | 2025-09-22,100 pts | BASE | J300 | QF | J300 Salinas | 2026-02-02,187 pts | BASE | J500 | SF | J500 Gaspar | 2026-03-16,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,2026-06-02T23:19:32.279Z
800692766,Kuan-Shou Chen,M,TPE,2008,17,17,0,1456.25,1475,18.75,2,270,0,1,300 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,210 pts | BASE | J300 | RU | J300 Traralgon | 2026-01-16,210 pts | BASE | J300 | RU | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,187 pts | BASE | J500 | SF | J500 Milan | 2026-05-18,187 pts | BASE | J500 | SF | J500 Osaka | 2025-09-22,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,2026-06-02T23:19:32.274Z
800794356,Agnes Bang Kjaersgaard,F,DEN,,,515,,,18.25,18.25,2,40,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.303Z
800723608,Sophia Valsted,F,DEN,,,515,,,18.25,18.25,2,40,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800647836,Emiliano Bratomi,M,ITA,,,515,,,18.25,18.25,2,40,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.303Z
800668648,Leonardo Fiocchi,M,ITA,,,515,,,18.25,18.25,2,40,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800679824,Mattis Thorsnes,M,NOR,,,515,,,18.25,18.25,2,40,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,29 pts | LIVE | J60 | SF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800711385,Mimmie Buchler,F,SWE,,,517,,,18,18,1,18,1,0,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,,,,2026-06-02T23:19:32.304Z
800635846,Gabriel Maciel Araujo Pyndt,M,DEN,,,518,,,18,18,1,18,1,0,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,,,,2026-06-02T23:19:32.304Z
800675376,Alissa Korolyova,F,KAZ,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800777476,Amina Subkhangulova,F,RUS,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800835729,Iana Kopylova,F,RUS,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800718171,Ildana Zaripova,F,RUS,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800737682,Kira Mikaelian,F,RUS,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800595764,Marie Johanna Lapimaa,F,EST,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800694981,Nicole Saidizand,F,SWE,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800780374,Remi Rice,F,USA,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800659444,Tatyana Ivanova,F,KAZ,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800675526,Yuliya Gulaya,F,KAZ,,,518,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800624734,Arslan Bakiev,M,RUS,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,18 pts | LIVE | J60 | QF | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800667615,Artem Mykoluik,M,UKR,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,18 pts | LIVE | J60 | QF | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800664194,Elijah Shinkarenko,M,USA,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800660309,Eren Cavus,M,TUR,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,18 pts | LIVE | J60 | QF | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800644710,Fedor Evdokimov,M,RUS,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800795939,Georgy Pronin,M,RUS,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800662153,Ivan van Ruiten,M,NED,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800636105,Mingus Zack Hansen,M,DEN,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800783656,Nazim Melikov,M,AZE,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,18 pts | LIVE | J60 | QF | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800661322,Nikita Gafurov,M,UZB,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800767193,Nithinbarath Ks,M,IND,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800731963,Santiago Josue Gonzalez Rodriguez,M,VEN,,,519,,,15.5,15.5,2,29,1,1,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,18 pts | LIVE | J60 | QF | J60 Santa Cruz de la Sierra | 2026-06-01,,,2026-06-02T23:19:32.305Z
800639017,Alisa Korovina,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800691385,Alisa Lukianova,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800780120,Anna Kulikova,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800805109,Daria Vasileva,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800653457,Ekaterina Matsko,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800691242,Eva Kozlova,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800620973,Ewangelina Penkevych,F,POL,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.303Z
800575095,Iana Semichina,F,MDA,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800656014,Lais Mika Shibata,F,BRA,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,2026-06-02T23:19:32.304Z
800672773,Lilien Kubalova,F,SVK,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800707780,MARIA CAMILA TOBON JIMENEZ,F,COL,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,2026-06-02T23:19:32.304Z
800862916,Maria Gileva,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800717653,MARIA MIZERNOVA,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800792354,Milana Podlesnaya,F,KAZ,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800706732,sara alejandra lozano avellaneda,F,COL,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,2026-06-02T23:19:32.305Z
800774166,Stephani Degac,F,SWE,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800687315,Valeriia Derevyankina,F,RUS,,,528,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800773356,Alexander Burmakin,M,RUS,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800647228,Berke Muammer Okumus,M,TUR,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800746955,Daniel Wendel,M,BRA,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,2026-06-02T23:19:32.304Z
800660623,DAVID MOGILEVSKY,M,ISR,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800652754,Kamal Fakhretdinov,M,RUS,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800773727,Leo Kullberg,M,SWE,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800660947,Luca Iliescu,M,FRA,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800588014,Marcus Sehested,M,DEN,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800676485,Matias Erices,M,CHI,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Santa Cruz de la Sierra | 2026-06-01,,,2026-06-02T23:19:32.305Z
800732463,Maximus Demburg,M,SWE,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Bastad | 2026-06-01,,,2026-06-02T23:19:32.304Z
800643312,Mert Efe Zaim,M,TUR,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800662853,Panshul Uboveja,M,IND,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800595811,Petr Bocharov,M,RUS,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800663563,Samuel SCHIFANO,M,FRA,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,11 pts | LIVE | J60 | R16 | J60 Baku | 2026-06-02,,,2026-06-02T23:19:32.303Z
800654081,Yunus Zulfar,M,KAZ,,,531,,,13.75,13.75,2,22,1,1,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,11 pts | LIVE | J60 | R16 | J60 Cholpon-Ata | 2026-06-01,,,2026-06-02T23:19:32.304Z
800816915,Anika Javora,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.301Z
800745755,Camila Morataya,F,ESA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.301Z
800815293,Giuliana Alvarado Solis,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800870564,Ines Ruano Gonzalez,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800856763,Katia Maria Pemueller,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800719587,LUCIANA MEJIA ARCE,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800870351,Paulina Gaviria,F,COL,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800852210,Paulina Herrera,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800698385,Sofia Tejada,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
800848653,Valentina Schaeffer,F,GUA,,,545,,,13.5,13.5,2,27,1,1,9 pts | LIVE | J100 | R32 | J100 Guatemala | 2026-06-01,,,18 pts | LIVE | J100 | R16 | J100 Guatemala | 2026-06-01,,,2026-06-02T23:19:32.302Z
