player_id,player_name,gender,country,country_name,birth_year,event_type,countable_status,tournament_name,category,draw_type,host_nation,host_nation_code,surface,surface_code,start_date,drop_date_calculated,round,points,tournament_link,is_countable_at_collection,is_live,status,source_url,collected_at,raw_json
800692700,Harold Ronaldo Andre Cotom Hidalgo,M,GUA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R16,18,,false,true,still_alive_or_champion,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800692700"",""player_name"":""Harold Ronaldo Andre Cotom Hidalgo"",""nationality"":""GUA"",""player_type_code"":""B"",""player_type_desc"":""Boys"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""1"",""losses"":""0"",""highest_round_order"":""2"",""highest_round_name"":""2nd Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R16"",""status"":""still_alive_or_champion"",""live_points_raw"":18,""live_points_weighted"":18,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800734188,Indra Vergne,M,USA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R16,18,,false,true,still_alive_or_champion,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800734188"",""player_name"":""Indra Vergne"",""nationality"":""USA"",""player_type_code"":""B"",""player_type_desc"":""Boys"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""1"",""losses"":""0"",""highest_round_order"":""2"",""highest_round_name"":""2nd Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R16"",""status"":""still_alive_or_champion"",""live_points_raw"":18,""live_points_weighted"":18,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800870564,Ines Ruano Gonzalez,F,GUA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800870564"",""player_name"":""Ines Ruano Gonzalez"",""nationality"":""GUA"",""player_type_code"":""G"",""player_type_desc"":""Girls"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800693874,Jerry Han,M,CAN,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,not_started_or_unknown,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800693874"",""player_name"":""Jerry Han"",""nationality"":""CAN"",""player_type_code"":""B"",""player_type_desc"":""Boys"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""0"",""wins"":""0"",""losses"":""0"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""not_started_or_unknown"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800812344,Jorge Rodrigo Estevez Urizar,M,GUA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800812344"",""player_name"":""Jorge Rodrigo Estevez Urizar"",""nationality"":""GUA"",""player_type_code"":""B"",""player_type_desc"":""Boys"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800768634,Jose Anibal Martinez Mendoza,M,GUA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800768634"",""player_name"":""Jose Anibal Martinez Mendoza"",""nationality"":""GUA"",""player_type_code"":""B"",""player_type_desc"":""Boys"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800767029,Julian Garcia,M,GUA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800767029"",""player_name"":""Julian Garcia"",""nationality"":""GUA"",""player_type_code"":""B"",""player_type_desc"":""Boys"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800856763,Katia Maria Pemueller,F,GUA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800856763"",""player_name"":""Katia Maria Pemueller"",""nationality"":""GUA"",""player_type_code"":""G"",""player_type_desc"":""Girls"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800651897,Kendrick Lambrano Suarez,M,COL,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800651897"",""player_name"":""Kendrick Lambrano Suarez"",""nationality"":""COL"",""player_type_code"":""B"",""player_type_desc"":""Boys"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800692269,Laura Carvalho e Silva Kracke,F,IRL,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800692269"",""player_name"":""Laura Carvalho e Silva Kracke"",""nationality"":""IRL"",""player_type_code"":""G"",""player_type_desc"":""Girls"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
800719587,LUCIANA MEJIA ARCE,F,GUA,,,singles,live_unconfirmed,J100 Guatemala,J100,main_draw,,,,,2026-06-01,,R32,9,,false,true,eliminated,,2026-06-02T23:15:34.885Z,"{""tournament_key"":""J-J100-GUA-2026-001"",""tournament_name"":""J100 Guatemala"",""category"":""J100"",""start_date"":""2026-06-01"",""end_date"":""2026-06-06"",""player_id"":""800719587"",""player_name"":""LUCIANA MEJIA ARCE"",""nationality"":""GUA"",""player_type_code"":""G"",""player_type_desc"":""Girls"",""event_type"":""singles"",""event_classification"":""main_draw"",""matches_played"":""1"",""wins"":""0"",""losses"":""1"",""highest_round_order"":""1"",""highest_round_name"":""1st Round"",""total_rounds_in_draw"":5,""calculated_round_label"":""R32"",""status"":""eliminated"",""live_points_raw"":9,""live_points_weighted"":9,""collected_at"":""2026-06-02T23:15:34.885Z""}"
