live_rank,official_rank,rank_change_vs_official,player_id,player_name,gender,country,country_name,birth_year,official_points_for_comparison,live_points,points_change_vs_official,singles_points,doubles_points_raw,doubles_points_weighted,singles_results_used,doubles_results_used,live_rows_available,live_raw_points_available,live_singles_results_counting,live_doubles_results_counting,has_live_result,best_singles_1,best_singles_2,best_singles_3,best_singles_4,best_singles_5,best_singles_6,best_doubles_1,best_doubles_2,best_doubles_3,best_doubles_4,best_doubles_5,best_doubles_6,ranking_date,calculated_at
12,12,0,800717286,Andrew Johnson,M,USA,USA,2009,1632.5,1658.75,26.25,1460,795,198.75,6,6,2,210,0,1,true,300 pts | BASE | J300 | WR | J300 San Diego (North American Regional Championships) | 2026-03-16,300 pts | BASE | J300 | WR | J300 Tucson | 2026-03-09,300 pts | BASE | JGS | QF | US Open Junior Tennis Championships | 2025-08-31,210 pts | BASE | J300 | RU | J300 Spring - Pan American ITF | 2025-10-06,200 pts | BASE | J200 | WR | J200 Corpus Christi | 2025-09-29,150 pts | BASE | J500 | QF | J500 Fort Lauderdale | 2025-12-08,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Corpus Christi | 2025-09-29,150 pts | BASE | J200 | WR | J200 Gladbeck | 2025-06-17,105 pts | BASE | J300 | SF | J300 Bradenton | 2025-12-01,105 pts | BASE | J300 | SF | J300 Spring - Pan American ITF | 2025-10-06,105 pts | BASE | J300 | SF | J300 College Park | 2025-08-18,2026-06-02,2026-06-02T23:19:32.274Z
13,14,1,800732018,Michael Antonius,M,USA,USA,2010,1558.75,1648.75,90,1390,1035,258.75,6,6,2,270,1,0,true,300 pts | BASE | J300 | WR | J300 Salinas | 2026-02-02,300 pts | BASE | J300 | WR | J300 Barranquilla | 2026-01-26,300 pts | BASE | J300 | WR | J300 Spring - Pan American ITF | 2025-10-06,210 pts | BASE | J300 | RU | J300 College Park | 2025-08-18,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,100 pts | BASE | J200 | SF | J200 Corpus Christi | 2025-09-29,225 pts | BASE | J300 | WR | J300 Salinas | 2026-02-02,225 pts | BASE | J300 | WR | J300 Barranquilla | 2026-01-26,225 pts | BASE | JGS | QF | US Open Junior Tennis Championships | 2025-08-31,150 pts | BASE | J200 | WR | J200 Corpus Christi | 2025-09-29,105 pts | BASE | J300 | SF | J300 Bradenton | 2025-12-01,105 pts | BASE | J300 | SF | J300 Spring - Pan American ITF | 2025-10-06,2026-06-02,2026-06-02T23:19:32.274Z
14,13,-1,800696168,Yannik Alvarez,M,PUR,Puerto Rico,2008,1612.75,1618.5,5.75,1210,1634,408.5,6,6,2,270,0,1,true,350 pts | BASE | J500 | RU | J500 Gaspar | 2026-03-16,210 pts | BASE | J300 | RU | J300 Santa Croce Sull’Arno | 2026-05-11,210 pts | BASE | J300 | RU | J300 Asuncion | 2026-03-02,150 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,150 pts | BASE | J500 | QF | J500 Fort Lauderdale | 2025-12-08,140 pts | BASE | J300 | SF | J300 Asuncion (Junior Pan American Games) | 2025-08-11,375 pts | BASE | J500 | WR | J500 Fort Lauderdale | 2025-12-08,367 pts | BASE | JGS | SF | US Open Junior Tennis Championships | 2025-08-31,262 pts | BASE | J500 | RU | J500 Milan | 2026-05-18,225 pts | BASE | J300 | WR | J300 Asuncion | 2026-03-02,"225 pts | BASE | JGS | QF | The Junior Championships, Wimbledon | 2025-07-05",180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,2026-06-02,2026-06-02T23:19:32.274Z
15,18,3,800600773,Nicolas Baena,M,PER,Peru,2008,1430.5,1529.25,98.75,1280,997,249.25,6,6,2,360,1,1,true,300 pts | BASE | J300 | WR | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,250 pts | BASE | J500 | SF | J500 Gaspar | 2026-03-16,200 pts | BASE | J200 | WR | J200 La Paz | 2025-11-10,200 pts | BASE | J200 | WR | J200 Santa Cruz | 2025-11-03,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,225 pts | BASE | J300 | WR | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,187 pts | BASE | J500 | SF | J500 Gaspar | 2026-03-16,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 La Paz | 2025-11-10,150 pts | BASE | J200 | WR | J200 Salta | 2025-10-06,105 pts | BASE | J200 | RU | J200 Santiago | 2025-09-29,2026-06-02,2026-06-02T23:19:32.274Z
16,15,-1,800572931,Niels McDonald,M,GER,Germany,2008,1528.75,1528.75,0,1450,315,78.75,5,5,0,0,0,0,false,1000 pts | BASE | JGS | WR | Roland Garros Junior Championships | 2025-06-01,300 pts | BASE | J300 | WR | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,"90 pts | BASE | JGS | R32 | The Junior Championships, Wimbledon | 2025-07-05",60 pts | BASE | J300 | R16 | J300 Roehampton | 2025-06-29,0 pts | BASE | JGS | R64 | US Open Junior Tennis Championships | 2025-08-31,,225 pts | BASE | JGS | QF | US Open Junior Tennis Championships | 2025-08-31,45 pts | BASE | J300 | R16 | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,45 pts | BASE | J300 | R16 | J300 Roehampton | 2025-06-29,"0 pts | BASE | JGS | R32 | The Junior Championships, Wimbledon | 2025-07-05",0 pts | BASE | JGS | R32 | Roland Garros Junior Championships | 2025-06-01,,2026-06-02,2026-06-02T23:19:32.274Z
17,17,0,800692766,Kuan-Shou Chen,M,TPE,Chinese Taipei,2008,1456.25,1475,18.75,1230,980,245,6,6,2,270,0,1,true,300 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,210 pts | BASE | J300 | RU | J300 Traralgon | 2026-01-16,210 pts | BASE | J300 | RU | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,210 pts | BASE | J300 | RU | J300 Beijing | 2025-09-16,200 pts | BASE | J200 | WR | J200 Nanjing | 2025-09-09,100 pts | BASE | J300 | QF | J300 Repentigny | 2025-08-24,187 pts | BASE | J500 | SF | J500 Milan | 2026-05-18,187 pts | BASE | J500 | SF | J500 Osaka | 2025-09-22,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Traralgon | 2026-01-16,157 pts | BASE | J300 | RU | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,112 pts | BASE | J500 | QF | J500 Fort Lauderdale | 2025-12-08,2026-06-02,2026-06-02T23:19:32.274Z
18,16,-2,800658369,Dante Pagani,M,ARG,Argentina,2008,1463,1463,0,1240,892,223,6,6,1,30,0,0,true,500 pts | BASE | J500 | WR | J500 Gaspar | 2026-03-16,210 pts | BASE | J300 | RU | J300 Asuncion (Junior Pan American Games) | 2025-08-11,200 pts | BASE | J200 | WR | J200 Salta | 2025-10-06,140 pts | BASE | J300 | SF | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,100 pts | BASE | J300 | QF | J300 Porto Alegre | 2026-03-09,90 pts | BASE | JGS | R32 | US Open Junior Tennis Championships | 2025-08-31,225 pts | BASE | J300 | WR | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,225 pts | BASE | J300 | WR | J300 Asuncion (Junior Pan American Games) | 2025-08-11,187 pts | BASE | J500 | SF | J500 Gaspar | 2026-03-16,135 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,75 pts | BASE | J300 | QF | J300 Porto Alegre | 2026-03-09,45 pts | BASE | J200 | QF | J200 Salta | 2025-10-06,2026-06-02,2026-06-02T23:19:32.274Z
19,20,1,800597355,Mathys Domenc,M,FRA,France,2009,1346,1452.25,106.25,1220,929,232.25,6,6,2,360,1,1,true,300 pts | BASE | J300 | WR | J300 Lima | 2026-02-09,300 pts | BASE | J300 | WR | J300 San Jose | 2026-01-19,200 pts | BASE | J200 | WR | J200 Oslo | 2025-11-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,140 pts | BASE | J300 | SF | J300 Beaulieu-sur-Mer | 2026-04-13,100 pts | BASE | J300 | QF | J300 Villena | 2026-03-16,225 pts | BASE | J300 | WR | J300 Lima | 2026-02-09,187 pts | BASE | J500 | SF | J500 Offenbach | 2026-05-04,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Salinas | 2026-02-02,105 pts | BASE | J300 | SF | J300 Beaulieu-sur-Mer | 2026-04-13,75 pts | BASE | J300 | QF | J300 Villena | 2026-03-16,2026-06-02,2026-06-02T23:19:32.274Z
20,21,1,800571129,Flynn Thomas,M,SUI,Switzerland,2008,1318.5,1432.25,113.75,1260,689,172.25,6,6,2,360,1,1,true,300 pts | BASE | J300 | WR | J300 New Delhi | 2026-01-05,250 pts | BASE | J500 | SF | J500 Offenbach | 2026-05-04,210 pts | BASE | J300 | RU | J300 Sanxenxo | 2025-09-23,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | BASE | J200 | RU | J200 Oslo | 2025-11-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Traralgon | 2026-01-16,105 pts | BASE | J200 | RU | J200 Oslo | 2025-11-24,105 pts | BASE | J300 | SF | J300 Bamberg | 2025-06-10,75 pts | BASE | J300 | QF | J300 Roehampton | 2025-06-29,67 pts | BASE | J500 | R16 | J500 Offenbach | 2026-05-04,2026-06-02,2026-06-02T23:19:32.274Z
21,19,-2,800590474,Tito Chavez,M,ESP,Spain,2008,1383.25,1409.5,26.25,1140,1078,269.5,6,6,2,210,0,1,true,250 pts | BASE | J500 | SF | J500 Offenbach | 2026-05-04,210 pts | BASE | J300 | RU | J300 Cairo | 2026-03-30,210 pts | BASE | J300 | RU | J300 Bamberg | 2025-06-10,180 pts | BASE | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,150 pts | BASE | J500 | QF | J500 Osaka | 2025-09-22,140 pts | BASE | J300 | SF | J300 Beijing | 2025-09-16,262 pts | BASE | J500 | RU | J500 Osaka | 2025-09-22,225 pts | BASE | J300 | WR | J300 Beijing | 2025-09-16,187 pts | BASE | J500 | SF | J500 Merida | 2025-11-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,112 pts | BASE | J500 | QF | J500 Offenbach | 2026-05-04,2026-06-02,2026-06-02T23:19:32.274Z
22,23,1,800573038,Arnav Paparkar,M,IND,India,2008,1263,1369.25,106.25,1150,877,219.25,6,6,2,360,1,1,true,210 pts | BASE | J300 | RU | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,210 pts | BASE | J300 | RU | J300 Kuching | 2026-04-07,210 pts | BASE | J300 | RU | J300 New Delhi | 2026-01-05,200 pts | BASE | J200 | WR | J200 Kuala Lumpur | 2026-04-14,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,140 pts | BASE | J300 | SF | J300 Charleroi-Marcinelle | 2026-05-25,225 pts | BASE | J300 | WR | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Kuching | 2026-04-07,105 pts | BASE | J300 | SF | J300 Nonthaburi | 2026-03-02,105 pts | BASE | J200 | RU | J200 Nonthaburi | 2026-02-23,105 pts | BASE | J200 | RU | J200 Chuncheon | 2025-09-30,2026-06-02,2026-06-02T23:19:32.274Z
23,24,1,800720203,Jack Secord,M,USA,USA,2008,1260.25,1271.5,11.25,910,1446,361.5,6,6,2,210,0,1,true,250 pts | BASE | J500 | SF | J500 Milan | 2026-05-18,"180 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",150 pts | BASE | J500 | QF | J500 Gaspar | 2026-03-16,140 pts | BASE | J200 | RU | J200 Aldershot | 2026-04-20,100 pts | BASE | J300 | QF | J300 Asuncion | 2026-03-02,90 pts | BASE | JGS | R32 | Australian Open Junior Championships | 2026-01-24,367 pts | BASE | JGS | SF | US Open Junior Tennis Championships | 2025-08-31,262 pts | BASE | J500 | RU | J500 Milan | 2026-05-18,262 pts | BASE | J500 | RU | J500 Gaspar | 2026-03-16,"225 pts | BASE | JGS | QF | The Junior Championships, Wimbledon | 2025-07-05",180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,150 pts | BASE | J200 | WR | J200 Woodbridge | 2026-04-07,2026-06-02,2026-06-02T23:19:32.274Z
24,22,-2,800668600,Simone Massellani,M,ITA,Italy,2008,1268,1268,0,1060,832,208,6,6,2,120,0,0,true,300 pts | BASE | J300 | WR | J300 Santa Croce Sull’Arno | 2026-05-11,200 pts | BASE | J200 | WR | J200 Belgrade | 2025-08-25,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,140 pts | BASE | J200 | RU | J200 Florence | 2026-04-01,140 pts | BASE | J300 | SF | J300 Vrsar | 2026-03-23,100 pts | BASE | J200 | SF | J200 Vigo | 2025-09-30,225 pts | BASE | J300 | WR | J300 Pancevo | 2025-08-18,150 pts | BASE | J200 | WR | J200 Florence | 2026-04-01,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,105 pts | BASE | J300 | SF | J300 Sanxenxo | 2025-09-23,105 pts | BASE | J300 | SF | J300 Bytom | 2025-07-22,2026-06-02,2026-06-02T23:19:32.274Z
25,29,4,800626357,Dan Brand,M,ISR,Israel,2009,1233,1266.75,33.75,1070,787,196.75,6,6,2,210,0,1,true,300 pts | BASE | J300 | WR | J300 Charleroi-Marcinelle | 2026-05-25,210 pts | BASE | J300 | RU | J300 Nonthaburi | 2026-03-02,200 pts | BASE | J200 | WR | J200 Nonthaburi | 2026-02-23,200 pts | BASE | J200 | WR | J200 Astana | 2025-09-01,100 pts | BASE | J300 | QF | J300 San Jose | 2026-01-19,60 pts | BASE | J200 | QF | J200 Prato | 2026-05-05,225 pts | BASE | J300 | WR | J300 Charleroi-Marcinelle | 2026-05-25,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Santa Croce Sull’Arno | 2026-05-11,105 pts | BASE | J300 | SF | J300 Beaulieu-sur-Mer | 2026-04-13,75 pts | BASE | J200 | SF | J200 Prato | 2026-05-05,45 pts | BASE | J200 | QF | J200 Haskovo | 2026-04-21,2026-06-02,2026-06-02T23:19:32.275Z
26,25,-1,800700658,Hyu Kawanishi,M,JPN,Japan,2008,1256,1256,0,930,1304,326,6,6,2,120,0,0,true,300 pts | BASE | J300 | WR | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,200 pts | BASE | J200 | WR | J200 Miki | 2025-09-16,140 pts | BASE | J200 | RU | J200 Nonthaburi | 2026-02-23,100 pts | BASE | J100 | WR | J100 Almaty | 2025-06-23,100 pts | BASE | J100 | WR | J100 Almaty | 2025-06-16,90 pts | BASE | JGS | R32 | Australian Open Junior Championships | 2026-01-24,367 pts | BASE | JGS | SF | Australian Open Junior Championships | 2026-01-24,225 pts | BASE | J300 | WR | J300 Charleroi-Marcinelle | 2026-05-25,225 pts | BASE | J300 | WR | J300 Kuching | 2026-04-07,225 pts | BASE | J300 | WR | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,157 pts | BASE | J300 | RU | J300 Pune (Asia/Oceania Closed Regional Championships) | 2026-04-20,105 pts | BASE | J300 | SF | J300 Zapopan | 2025-11-17,2026-06-02,2026-06-02T23:19:32.274Z
26,28,2,800590346,Nikita Belozertsev,M,UZB,Uzbekistan,2008,1233.5,1256,22.5,1080,704,176,6,6,2,180,1,1,true,300 pts | BASE | J300 | WR | J300 Astana | 2025-09-08,180 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,"180 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",180 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,150 pts | BASE | J500 | QF | J500 Offenbach | 2026-05-04,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,225 pts | BASE | J300 | WR | J300 Astana | 2025-09-08,187 pts | BASE | J500 | SF | J500 Cairo | 2026-04-06,135 pts | BASE | JGS | R16 | Roland Garros Junior Championships | 2025-06-01,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,67 pts | BASE | J500 | R16 | J500 Offenbach | 2026-05-04,0 pts | BASE | J500 | R16 | J500 Milan | 2026-05-18,2026-06-02,2026-06-02T23:19:32.275Z
28,26,-2,800705107,Matteo Gribaldo,M,ITA,Italy,2008,1248,1248,0,1010,952,238,6,6,0,0,0,0,false,210 pts | BASE | J300 | RU | J300 Beaulieu-sur-Mer | 2026-04-13,210 pts | BASE | J300 | RU | J300 Vrsar | 2026-03-23,200 pts | BASE | J200 | WR | J200 Rutesheim | 2025-08-05,150 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,140 pts | BASE | J300 | SF | J300 Santa Croce Sull’Arno | 2026-05-11,100 pts | BASE | J300 | QF | J300 Sanxenxo | 2025-09-23,225 pts | BASE | J300 | WR | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,225 pts | BASE | J300 | WR | J300 Pancevo | 2025-08-18,150 pts | BASE | J200 | WR | J200 Florence | 2026-04-01,135 pts | BASE | JGS | R16 | Australian Open Junior Championships | 2026-01-24,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,105 pts | BASE | J300 | SF | J300 Bytom | 2025-07-22,2026-06-02,2026-06-02T23:19:32.274Z
28,31,3,800589799,Raffaele Ciurnelli,M,ITA,Italy,2008,1221.75,1248,26.25,1040,832,208,6,6,2,270,0,1,true,300 pts | BASE | J300 | WR | J300 Villena | 2026-03-16,300 pts | BASE | J300 | WR | J300 Casablanca | 2026-02-09,140 pts | BASE | J300 | SF | J300 Vrsar | 2026-03-23,100 pts | BASE | J200 | SF | J200 Florence | 2026-04-01,100 pts | BASE | J200 | SF | J200 Belgrade | 2025-08-25,100 pts | BASE | J100 | WR | J100 Maaseik | 2025-08-04,225 pts | BASE | J300 | WR | J300 Oberpullendorf (Europe Regional Championships) | 2025-09-15,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,105 pts | BASE | J300 | SF | J300 Santa Croce Sull’Arno | 2026-05-11,105 pts | BASE | J300 | SF | J300 Villena | 2026-03-16,105 pts | BASE | J300 | SF | J300 Sanxenxo | 2025-09-23,2026-06-02,2026-06-02T23:19:32.275Z
30,27,-3,800575096,Thijs Boogaard,M,NED,Netherlands,2008,1246.25,1246.25,0,1190,225,56.25,6,1,0,0,0,0,false,500 pts | BASE | J500 | WR | J500 Fort Lauderdale | 2025-12-08,"300 pts | BASE | JGS | QF | The Junior Championships, Wimbledon | 2025-07-05",140 pts | BASE | J300 | SF | J300 Bradenton | 2025-12-01,100 pts | BASE | J300 | QF | J300 Beaulieu-sur-Mer | 2026-04-13,90 pts | BASE | JGS | R32 | Roland Garros Junior Championships | 2025-06-01,60 pts | BASE | J300 | R16 | J300 Roehampton | 2025-06-29,225 pts | BASE | JGS | QF | Roland Garros Junior Championships | 2025-06-01,,,,,,2026-06-02,2026-06-02T23:19:32.274Z
31,30,-1,800559166,Damir Zhalgasbay,M,KAZ,Kazakhstan,2008,1225.5,1225.5,0,1010,862,215.5,6,6,2,120,0,0,true,300 pts | BASE | J300 | WR | J300 Asuncion | 2026-03-02,210 pts | BASE | J300 | RU | J300 Porto Alegre | 2026-03-09,150 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,150 pts | BASE | J500 | QF | J500 Gaspar | 2026-03-16,100 pts | BASE | J300 | QF | J300 New Delhi | 2026-01-05,100 pts | BASE | J300 | QF | J300 Sanxenxo | 2025-09-23,225 pts | BASE | J300 | WR | J300 New Delhi | 2026-01-05,150 pts | BASE | J200 | WR | J200 Vigo | 2025-09-30,135 pts | BASE | JGS | R16 | US Open Junior Tennis Championships | 2025-08-31,"135 pts | BASE | JGS | R16 | The Junior Championships, Wimbledon | 2025-07-05",112 pts | BASE | J500 | QF | J500 Gaspar | 2026-03-16,105 pts | BASE | J300 | SF | J300 Porto Alegre | 2026-03-09,2026-06-02,2026-06-02T23:19:32.275Z
32,32,0,800591436,Kai Thompson,M,HKG,"Hong Kong, China",2008,1193.5,1197.25,3.75,1010,749,187.25,6,6,2,120,0,1,true,300 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,250 pts | BASE | J500 | SF | J500 Cairo | 2026-04-06,200 pts | BASE | J200 | WR | J200 Tainan | 2025-11-25,140 pts | BASE | J300 | SF | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,60 pts | BASE | J300 | R16 | J300 Beaulieu-sur-Mer | 2026-04-13,60 pts | BASE | J200 | QF | J200 Nonthaburi | 2026-02-23,187 pts | BASE | J500 | SF | J500 Offenbach | 2026-05-04,150 pts | BASE | J200 | WR | J200 Hong Kong | 2025-09-30,112 pts | BASE | J500 | QF | J500 Cairo | 2026-04-06,105 pts | BASE | J300 | SF | J300 Wanju (Closed Asia Regional Championship) | 2025-10-06,105 pts | BASE | J300 | SF | J300 Beijing | 2025-09-16,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,2026-06-02,2026-06-02T23:19:32.275Z
33,34,1,800712851,Daniel Jovanovski,M,AUS,Australia,2008,1166.75,1193,26.25,1000,772,193,6,6,2,210,0,1,true,300 pts | BASE | J300 | WR | J300 Kuching | 2026-04-07,200 pts | BASE | J200 | WR | J200 Sydney | 2025-08-26,200 pts | BASE | J200 | WR | J200 Sydney (Regional Championships) | 2025-08-19,100 pts | BASE | J300 | QF | J300 Nonthaburi | 2026-03-02,100 pts | BASE | J200 | SF | J200 Nonthaburi | 2026-02-23,100 pts | BASE | J200 | SF | J200 Miki | 2025-09-16,225 pts | BASE | JGS | QF | Australian Open Junior Championships | 2026-01-24,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,112 pts | BASE | J500 | QF | J500 Osaka | 2025-09-22,105 pts | BASE | J200 | RU | J200 Sydney | 2025-08-26,75 pts | BASE | J300 | QF | J300 Nonthaburi | 2026-03-02,75 pts | BASE | J200 | SF | J200 Nonthaburi | 2026-02-23,2026-06-02,2026-06-02T23:19:32.275Z
34,33,-1,800721316,Ryan Cozad,M,USA,USA,2008,1181.5,1181.5,0,880,1206,301.5,6,6,2,180,1,0,true,210 pts | BASE | J300 | RU | J300 Tucson | 2026-03-09,200 pts | BASE | J200 | WR | J200 Las Vegas | 2026-03-02,140 pts | BASE | J300 | SF | J300 San Diego (North American Regional Championships) | 2026-03-16,140 pts | BASE | J300 | SF | J300 Spring - Pan American ITF | 2025-10-06,100 pts | BASE | J300 | QF | J300 Repentigny | 2025-08-24,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,225 pts | BASE | J300 | WR | J300 Tucson | 2026-03-09,225 pts | BASE | J300 | WR | J300 Spring - Pan American ITF | 2025-10-06,225 pts | BASE | J300 | WR | J300 College Park | 2025-08-18,187 pts | BASE | J500 | SF | J500 Milan | 2026-05-18,187 pts | BASE | J500 | SF | J500 Fort Lauderdale | 2025-12-08,157 pts | BASE | J300 | RU | J300 San Diego (North American Regional Championships) | 2026-03-16,2026-06-02,2026-06-02T23:19:32.275Z
35,41,6,800681412,Daniel Jade,M,FRA,France,2009,1111.75,1175.5,63.75,990,742,185.5,6,6,2,270,1,1,true,300 pts | BASE | J300 | WR | J300 Beaulieu-sur-Mer | 2026-04-13,200 pts | BASE | J200 | WR | J200 Istres | 2026-04-06,200 pts | BASE | J200 | WR | J200 Cap d'Ail | 2026-03-30,100 pts | BASE | J300 | QF | J300 Bradenton | 2025-12-01,100 pts | BASE | J300 | QF | J300 Zapopan | 2025-11-17,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,157 pts | BASE | J300 | RU | J300 Zapopan | 2025-11-17,150 pts | BASE | J200 | WR | J200 Szekesfehervar | 2025-10-22,105 pts | BASE | J300 | SF | J300 Beaulieu-sur-Mer | 2026-04-13,75 pts | BASE | J200 | SF | J200 Istres | 2026-04-06,75 pts | BASE | J200 | SF | J200 Cap d'Ail | 2026-03-30,2026-06-02,2026-06-02T23:19:32.275Z
36,39,3,800650301,Pedro Henrique Chabalgoity,M,BRA,Brazil,2008,1129.75,1156,26.25,980,704,176,6,6,2,270,1,1,true,300 pts | BASE | J300 | WR | J300 Porto Alegre | 2026-03-09,210 pts | BASE | J300 | RU | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,140 pts | BASE | J300 | SF | J300 Santa Croce Sull’Arno | 2026-05-11,140 pts | BASE | J200 | RU | J200 Gladbeck | 2025-06-17,100 pts | BASE | J300 | QF | J300 Asuncion | 2026-03-02,90 pts | LIVE | JGS | R32 | Roland Garros Junior Championships | 2026-05-31,187 pts | BASE | J500 | SF | J500 Gaspar | 2026-03-16,180 pts | LIVE | JGS | R16 | Roland Garros Junior Championships | 2026-05-31,112 pts | BASE | J500 | QF | J500 Milan | 2026-05-18,75 pts | BASE | J300 | QF | J300 Porto Alegre | 2026-03-09,75 pts | BASE | J300 | QF | J300 Santa Cruz (South America Regional Championships) | 2026-02-23,75 pts | BASE | J300 | QF | J300 Barranquilla | 2026-01-26,2026-06-02,2026-06-02T23:19:32.275Z
