live_rank,official_rank,rank_change_vs_official,player_id,player_name,gender,country,country_name,birth_year,official_points,live_points,points_change_vs_official,singles_points,doubles_points_raw,doubles_points_weighted,has_live_result,has_dropped_result,live_rows_available,live_singles_rows_available,live_doubles_rows_available,live_raw_points_available,live_weighted_points_available,live_singles_results_counting,live_doubles_results_counting,dropped_rows_count,dropped_singles_rows_count,dropped_doubles_rows_count,dropped_raw_points,dropped_weighted_points_estimated,active_rows_after_drops,best_singles_summary,best_doubles_summary,audit_note
247,248,1,800652444,Guilherme Barbieri Renner,M,BRA,Brazil,2008,328.5,328.5,0,243,342,85.5,false,true,0,0,0,0,0,0,0,2,1,1,32,21.5,41,1. 60 pts [BASE] J300 R16 J300 Salinas 2026-02-02 || 2. 45 pts [BASE] J500 R32 J500 Gaspar 2026-03-16 || 3. 36 pts [BASE] J100 SF J100 Chiclayo 2025-11-24 || 4. 36 pts [BASE] J100 SF J100 Salvador 2025-11-10 || 5. 36 pts [BASE] J200 R16 J200 Santa Cruz 2025-11-03 || 6. 30 pts [BASE] J300 R32 J300 Santa Cruz (South America Regional Championships) 2026-02-23,1. 75 pts [BASE] J300 QF J300 Lima 2026-02-09 || 2. 75 pts [BASE] J300 QF J300 Salinas 2026-02-02 || 3. 75 pts [BASE] J200 SF J200 Santa Cruz 2025-11-03 || 4. 45 pts [BASE] J300 R16 J300 Santa Cruz (South America Regional Championships) 2026-02-23 || 5. 45 pts [BASE] J200 QF J200 Salta 2025-10-06 || 6. 27 pts [BASE] J100 SF J100 Salvador 2025-11-10,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
254,255,1,800675623,Henrique Pissetti Vialle,M,BRA,Brazil,2010,322.75,322.75,0,260,251,62.75,false,true,0,0,0,0,0,0,0,2,1,1,7,1.75,35,1. 100 pts [BASE] J100 WR J100 Lima 2026-05-04 || 2. 60 pts [BASE] J100 RU J100 Punta Cana 2026-05-18 || 3. 36 pts [BASE] J60 RU J60 Lima 2026-04-27 || 4. 36 pts [BASE] J60 RU J60 Zapopan 2026-02-09 || 5. 18 pts [BASE] J60 SF J60 Punta del Este 2025-09-08 || 6. 10 pts [BASE] J60 QF J60 Queretaro 2026-02-02,1. 75 pts [BASE] J100 WR J100 Punta Cana 2026-05-11 || 2. 75 pts [BASE] J100 WR J100 Salvador 2025-11-10 || 3. 45 pts [BASE] J100 RU J100 Punta Cana 2026-05-18 || 4. 27 pts [BASE] J60 RU J60 Curitiba 2025-07-07 || 5. 15 pts [BASE] J100 QF J100 Lima 2026-05-04 || 6. 14 pts [BASE] J60 SF J60 Queretaro 2026-02-02,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
295,295,0,800696001,Carlos Eduardo Lino,M,BRA,Brazil,2009,282.75,282.75,0,236,187,46.75,false,true,0,0,0,0,0,0,0,2,1,1,17,11.75,31,1. 100 pts [BASE] J300 QF J300 Asuncion 2026-03-02 || 2. 36 pts [BASE] J200 R16 J200 Asuncion 2026-03-30 || 3. 36 pts [BASE] J60 RU J60 Itajaí 2025-10-27 || 4. 36 pts [BASE] J60 RU J60 Limelette 2025-06-30 || 5. 18 pts [BASE] J30 RU J30 Brussels 2025-06-23 || 6. 10 pts [BASE] J100 R16 J100 Salvador 2025-11-10,1. 67 pts [BASE] J500 R16 J500 Gaspar 2026-03-16 || 2. 45 pts [BASE] J300 R16 J300 Santa Cruz (South America Regional Championships) 2026-02-23 || 3. 27 pts [BASE] J100 SF J100 Luque 2026-04-06 || 4. 27 pts [BASE] J100 SF J100 Salvador 2025-11-10 || 5. 14 pts [BASE] J60 SF J60 Limelette 2025-06-30 || 6. 7 pts [BASE] J60 QF J60 Itajaí 2025-10-27,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
309,310,1,800807255,Rafael Augusto Garcia Finetto,M,BRA,Brazil,2008,259.5,259.5,0,209,202,50.5,false,true,0,0,0,0,0,0,0,2,1,1,19,8.5,31,1. 90 pts [BASE] J500 R16 J500 Gaspar 2026-03-16 || 2. 36 pts [BASE] J60 RU J60 Quito 2025-09-08 || 3. 30 pts [BASE] J300 R32 J300 Santa Cruz (South America Regional Championships) 2026-02-23 || 4. 30 pts [BASE] J30 WR J30 Quito 2025-09-15 || 5. 18 pts [BASE] J200 R32 J200 La Paz 2025-11-10 || 6. 5 pts [BASE] J60  J60 San Jose 2026-01-12,1. 45 pts [BASE] J300 R16 J300 Santa Cruz (South America Regional Championships) 2026-02-23 || 2. 45 pts [BASE] J60 WR J60 Quito 2025-09-08 || 3. 45 pts [BASE] J60 WR J60 Pretoria 2025-06-09 || 4. 27 pts [BASE] J200 R16 J200 La Paz 2025-11-10 || 5. 25 pts [BASE] J30 WR J30 Quito 2025-09-15 || 6. 15 pts [BASE] J100 QF J100 Londrina 2025-06-30,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
340,344,4,800680033,Pietro Gava,M,BRA,Brazil,2009,236.5,236.5,0,170,266,66.5,true,false,2,1,1,16,7.75,0,0,0,0,0,0,0,37,1. 60 pts [BASE] J60 WR J60 Tarija 2026-05-25 || 2. 36 pts [BASE] J60 RU J60 Lambare 2025-07-14 || 3. 20 pts [BASE] J100 QF J100 Cochabamba 2026-05-18 || 4. 18 pts [BASE] J60 SF J60 Trujillo 2026-02-23 || 5. 18 pts [BASE] J30 RU J30 Foz Do Iguacu 2025-10-20 || 6. 18 pts [BASE] J30 RU J30 Serra Negra 2025-08-18,1. 75 pts [BASE] J300 QF J300 Lima 2026-02-09 || 2. 67 pts [BASE] J500 R16 J500 Gaspar 2026-03-16 || 3. 45 pts [BASE] J100 RU J100 Cochabamba 2026-05-18 || 4. 27 pts [BASE] J100 SF J100 Mendoza 2026-03-23 || 5. 27 pts [BASE] J60 RU J60 São Paulo 2025-08-25 || 6. 25 pts [BASE] J30 WR J30 Luque 2025-07-07,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
380,381,1,800742444,Victor Pignaton,M,BRA,Brazil,2010,214.5,212.5,-2,158,218,54.5,false,true,0,0,0,0,0,0,0,2,1,1,20,20,27,1. 36 pts [BASE] J100 SF J100 Punta Cana 2026-05-18 || 2. 36 pts [BASE] J60 RU J60 San Jose 2026-01-12 || 3. 30 pts [BASE] J30 WR J30 Tegucigalpa 2025-09-01 || 4. 20 pts [BASE] J100 QF J100 Punta Cana 2026-05-11 || 5. 18 pts [BASE] J60 SF J60 Punta Cana 2026-04-06 || 6. 18 pts [BASE] J60 SF J60 Bari 2025-10-06,1. 75 pts [BASE] J200 SF J200 Punta Cana 2026-02-09 || 2. 45 pts [BASE] J100 RU J100 Punta Cana 2026-05-18 || 3. 45 pts [BASE] J60 WR J60 Punta Cana 2026-03-30 || 4. 25 pts [BASE] J30 WR J30 Tegucigalpa 2025-09-01 || 5. 14 pts [BASE] J60 SF J60 Pescara 2025-09-29 || 6. 14 pts [BASE] J60 SF J60 Tegucigalpa 2025-09-08,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
384,389,5,800661962,Rafael Gama,M,BRA,Brazil,2009,209.5,210.75,1.25,180,123,30.75,true,true,2,1,1,27,13.5,1,1,2,1,1,3,0.75,20,1. 60 pts [BASE] J60 WR J60 Santa Tecla 2026-05-25 || 2. 36 pts [BASE] J60 RU J60 Punta Cana 2026-03-30 || 3. 36 pts [BASE] J60 RU J60 Bayamón 2026-03-09 || 4. 30 pts [BASE] J30 WR J30 Managua 2025-09-15 || 5. 9 pts [LIVE] J100 R32 J100 Guatemala 2026-06-01 || 6. 9 pts [BASE] J30 SF J30 Bayamón 2026-03-16,1. 27 pts [BASE] J60 RU J60 Punta Cana 2026-04-06 || 2. 25 pts [BASE] J30 WR J30 Managua 2025-09-22 || 3. 25 pts [BASE] J30 WR J30 Managua 2025-09-15 || 4. 18 pts [LIVE] J100 R16 J100 Guatemala 2026-06-01 || 5. 14 pts [BASE] J60 SF J60 Punta Cana 2026-03-30 || 6. 14 pts [BASE] J60 SF J60 Bayamón 2026-03-09,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
396,401,5,800695229,Lucas Castan Moscatto,M,BRA,Brazil,2009,201.75,201.75,0,174,111,27.75,false,true,0,0,0,0,0,0,0,2,1,1,5,5,42,1. 60 pts [BASE] J300 R16 J300 Lima 2026-02-09 || 2. 36 pts [BASE] J60 RU J60 São Paulo 2025-08-25 || 3. 30 pts [BASE] J300 R32 J300 Santa Cruz (South America Regional Championships) 2026-02-23 || 4. 20 pts [BASE] J100 QF J100 San Jose 2026-05-04 || 5. 18 pts [BASE] J60 SF J60 Concepcion 2025-09-08 || 6. 10 pts [BASE] J100 R16 J100 La Paz 2026-05-11,1. 45 pts [BASE] J100 RU J100 Luque 2026-04-06 || 2. 15 pts [BASE] J100 QF J100 La Paz 2026-05-11 || 3. 15 pts [BASE] J100 QF J100 San Jose 2026-05-04 || 4. 15 pts [BASE] J100 QF J100 Chiclayo 2025-11-24 || 5. 14 pts [BASE] J60 SF J60 Concepcion 2025-09-08 || 6. 7 pts [BASE] J60 QF J60 Chiclayo 2025-11-17,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
404,409,5,800653617,Joao Cunha Cunha,M,BRA,Brazil,2008,196.75,196.75,0,170,107,26.75,false,false,0,0,0,0,0,0,0,0,0,0,0,0,28,1. 60 pts [BASE] J100 RU J100 La Paz 2026-05-11 || 2. 60 pts [BASE] J300 R16 J300 Porto Alegre 2026-03-09 || 3. 20 pts [BASE] J100 QF J100 Cochabamba 2026-05-18 || 4. 10 pts [BASE] J60 QF J60 Tarija 2026-05-25 || 5. 10 pts [BASE] J60 QF J60 Guatemala 2026-02-09 || 6. 10 pts [BASE] J60 QF J60 Santo Domingo 2025-09-29,1. 45 pts [BASE] J100 RU J100 Cochabamba 2026-05-18 || 2. 27 pts [BASE] J100 SF J100 La Paz 2026-05-11 || 3. 15 pts [BASE] J100 QF J100 Salvador 2025-11-10 || 4. 7 pts [BASE] J60 QF J60 Tarija 2026-05-25 || 5. 7 pts [BASE] J60 QF J60 Guatemala 2026-02-09 || 6. 6 pts [BASE] J30 SF J30 Porto Alegre 2025-08-11,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
459,459,0,800752829,Pedro Queiroz,M,BRA,Brazil,2009,172.5,172.5,0,145,110,27.5,false,true,0,0,0,0,0,0,0,2,1,1,0,0,35,1. 36 pts [BASE] J100 SF J100 Cochabamba 2026-05-18 || 2. 36 pts [BASE] J100 SF J100 La Paz 2026-05-11 || 3. 36 pts [BASE] J60 RU J60 San Luis Potosi 2026-02-16 || 4. 18 pts [BASE] J200 R32 J200 La Paz 2025-11-10 || 5. 10 pts [BASE] J60 QF J60 Tarija 2026-05-25 || 6. 9 pts [BASE] J30 SF J30 Cochabamba 2026-04-06,1. 27 pts [BASE] J60 RU J60 Santa Cruz 2026-04-13 || 2. 27 pts [BASE] J200 R16 J200 La Paz 2025-11-10 || 3. 15 pts [BASE] J100 QF J100 La Paz 2026-05-11 || 4. 14 pts [BASE] J60 SF J60 Tarija 2026-05-25 || 5. 14 pts [BASE] J60 SF J60 Curitiba 2025-07-07 || 6. 13 pts [BASE] J30 RU J30 Vacaria 2025-08-04,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
480,482,2,800684702,Mateus Nogueira,M,BRA,Brazil,2008,161,163,2,136,108,27,true,false,2,1,1,16,7.75,0,1,0,0,0,0,0,42,1. 36 pts [BASE] J60 RU J60 Punta del Este 2025-09-08 || 2. 36 pts [BASE] J60 RU J60 Santiago 2025-08-25 || 3. 18 pts [BASE] J200 R32 J200 Santa Cruz 2025-11-03 || 4. 18 pts [BASE] J30 RU J30 Punta del Este 2025-09-15 || 5. 18 pts [BASE] J200 R32 J200 Bogota 2025-07-14 || 6. 10 pts [BASE] J60 QF J60 Tarija 2026-05-25,1. 45 pts [BASE] J60 WR J60 Tarija 2026-05-25 || 2. 25 pts [BASE] J30 WR J30 Lima 2025-06-16 || 3. 14 pts [BASE] J60 SF J60 Santiago 2025-08-25 || 4. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01 || 5. 7 pts [BASE] J60 QF J60 Itajaí 2025-10-27 || 6. 6 pts [BASE] J30 SF J30 Lima 2025-06-09,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
482,481,-1,800737788,Bruno Rodrigues,M,BRA,Brazil,2008,162.5,161.5,-1,111,202,50.5,false,true,0,0,0,0,0,0,0,2,1,1,24,13.5,25,1. 30 pts [BASE] J300 R32 J300 Santa Cruz (South America Regional Championships) 2026-02-23 || 2. 18 pts [BASE] J200 R32 J200 La Paz 2025-11-10 || 3. 18 pts [BASE] J200 R32 J200 Santa Cruz 2025-11-03 || 4. 18 pts [BASE] J60 SF J60 Quito 2025-09-08 || 5. 18 pts [BASE] J60 SF J60 Curitiba 2025-07-07 || 6. 9 pts [BASE] J30 SF J30 Quito 2025-09-15,1. 45 pts [BASE] J300 R16 J300 Santa Cruz (South America Regional Championships) 2026-02-23 || 2. 45 pts [BASE] J60 WR J60 Quito 2025-09-08 || 3. 45 pts [BASE] J60 WR J60 Pretoria 2025-06-09 || 4. 27 pts [BASE] J200 R16 J200 La Paz 2025-11-10 || 5. 25 pts [BASE] J30 WR J30 Quito 2025-09-15 || 6. 15 pts [BASE] J100 QF J100 Londrina 2025-06-30,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
505,,,800695208,Enzo Badotti Cariani,M,BRA,,,0,22.5,22.5,18,18,4.5,true,false,2,1,1,36,22.5,1,1,0,0,0,0,0,2,1. 18 pts [LIVE] J100 R16 J100 Guatemala 2026-06-01,1. 18 pts [LIVE] J100 R16 J100 Guatemala 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
505,,,800710161,Nicolas Brandao,M,BRA,,,0,22.5,22.5,18,18,4.5,true,false,2,1,1,36,22.5,1,1,0,0,0,0,0,2,1. 18 pts [LIVE] J100 R16 J100 Guatemala 2026-06-01,1. 18 pts [LIVE] J100 R16 J100 Guatemala 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
531,,,800746955,Daniel Wendel,M,BRA,,,0,13.75,13.75,11,11,2.75,true,false,2,1,1,22,13.75,1,1,0,0,0,0,0,2,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
569,,,800654974,Joao Jardim Nogueira,M,BRA,,,0,9.5,9.5,5,18,4.5,true,false,2,1,1,23,9.5,1,1,0,0,0,0,0,2,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,1. 18 pts [LIVE] J60 QF J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
582,,,800697121,Dante Monte,M,BRA,,,0,7.75,7.75,5,11,2.75,true,false,2,1,1,16,7.75,1,1,0,0,0,0,0,2,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
582,,,800778222,HENRIQUE PERRONE CUSTODIO,M,BRA,,,0,7.75,7.75,5,11,2.75,true,false,2,1,1,16,7.75,1,1,0,0,0,0,0,2,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
582,,,800684389,JOAO GABRIEL Galhardo de Carvalho,M,BRA,,,0,7.75,7.75,5,11,2.75,true,false,2,1,1,16,7.75,1,1,0,0,0,0,0,2,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
582,,,800718285,Matheus Menegazzo,M,BRA,,,0,7.75,7.75,5,11,2.75,true,false,2,1,1,16,7.75,1,1,0,0,0,0,0,2,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
646,,,800826359,Bernardo Ferreira,M,BRA,,,0,6.25,6.25,5,5,1.25,true,false,2,1,1,10,6.25,1,1,0,0,0,0,0,2,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
767,,,800785340,Mateo Fernandez,M,BRA,,,0,4.75,4.75,2,11,2.75,true,false,2,1,1,13,4.75,1,1,0,0,0,0,0,2,1. 2 pts [LIVE] J60 R64 J60 Santa Cruz de la Sierra 2026-06-01,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
767,,,800714622,Miguel Ferraz,M,BRA,,,0,4.75,4.75,2,11,2.75,true,false,2,1,1,13,4.75,1,1,0,0,0,0,0,2,1. 2 pts [LIVE] J60 R64 J60 Santa Cruz de la Sierra 2026-06-01,1. 11 pts [LIVE] J60 R16 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
790,,,800795463,Gabriel Campagnoli Passarelle De Oliveira,M,BRA,,,0,3.25,3.25,2,5,1.25,true,false,2,1,1,7,3.25,1,1,0,0,0,0,0,2,1. 2 pts [LIVE] J60 R64 J60 Santa Cruz de la Sierra 2026-06-01,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
790,,,800718890,Gustavo Fernandes,M,BRA,,,0,3.25,3.25,2,5,1.25,true,false,2,1,1,7,3.25,1,1,0,0,0,0,0,2,1. 2 pts [LIVE] J60 R64 J60 Santa Cruz de la Sierra 2026-06-01,1. 5 pts [LIVE] J60 R32 J60 Santa Cruz de la Sierra 2026-06-01,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
841,,,800754660,Davi Leao Werkema Campos,M,BRA,,,0,2,2,2,0,0,true,false,1,1,0,2,2,1,0,0,0,0,0,0,1,1. 2 pts [LIVE] J60 R64 J60 Santa Cruz de la Sierra 2026-06-01,,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
841,,,800695732,Guilherme Castanho do Val,M,BRA,,,0,2,2,2,0,0,true,false,1,1,0,2,2,1,0,0,0,0,0,0,1,1. 2 pts [LIVE] J60 R64 J60 Santa Cruz de la Sierra 2026-06-01,,points_change_vs_official é o saldo final após recomposição dos 6 melhores resultados; não precisa bater exatamente com live_weighted_points_available - dropped_weighted_points_estimated.
